Graph_Num,ID,Title,Author,Date_Published,Time_Published,Date_Edited,Time_Edited,Summary_Text,Article_Text,Is_Tweet
10,8,        Russia stops gas supplies to Ukraine completely    ,"NA","1 Jan, 2009 ",01:20,"1 Jan, 2009 ",04:20,"

        Gazprom stopped gas supply to Ukraine on January 1, due to unpaid debt. A quarter of previous year's amount, 400,000 cubic metres, is still passing through Ukraine, as Gazprom has vowed to maintain supplies to Europe.

    ",Naftogaz says it has transferred more than $US 1.5 billion to a mediating company to settle payment for November and December.,FALSE
11,8,        Russia stops gas supplies to Ukraine completely    ,"NA","1 Jan, 2009 ",01:20,"1 Jan, 2009 ",04:20,"

        Gazprom stopped gas supply to Ukraine on January 1, due to unpaid debt. A quarter of previous year's amount, 400,000 cubic metres, is still passing through Ukraine, as Gazprom has vowed to maintain supplies to Europe.

    ",The Ukrainian President’s office and the gas monopoly Naftogaz have confirmed that the payment has been made.,FALSE
12,8,        Russia stops gas supplies to Ukraine completely    ,"NA","1 Jan, 2009 ",01:20,"1 Jan, 2009 ",04:20,"

        Gazprom stopped gas supply to Ukraine on January 1, due to unpaid debt. A quarter of previous year's amount, 400,000 cubic metres, is still passing through Ukraine, as Gazprom has vowed to maintain supplies to Europe.

    ","“It will be a hard cash payment in accordance with the current debt. This concerns payments for gas from November to December. After that we can say that the debt is settled, proceed with the contract and normalize our relationship with Gazprom,” Valentin Zemlyansky, Naftogaz spokesperson, said.",FALSE
13,8,        Russia stops gas supplies to Ukraine completely    ,"NA","1 Jan, 2009 ",01:20,"1 Jan, 2009 ",04:20,"

        Gazprom stopped gas supply to Ukraine on January 1, due to unpaid debt. A quarter of previous year's amount, 400,000 cubic metres, is still passing through Ukraine, as Gazprom has vowed to maintain supplies to Europe.

    ","As the money has not reached Gazprom yet, the Russian energy giant says it is still keeping the decision to cut supplies to Ukraine starting on January 1, 2009.",FALSE
14,8,        Russia stops gas supplies to Ukraine completely    ,"NA","1 Jan, 2009 ",01:20,"1 Jan, 2009 ",04:20,"

        Gazprom stopped gas supply to Ukraine on January 1, due to unpaid debt. A quarter of previous year's amount, 400,000 cubic metres, is still passing through Ukraine, as Gazprom has vowed to maintain supplies to Europe.

    ","“Gazprom has already created a command centre. It has started preparatory work for gas a turn-off. In the event that Ukraine goes to the European market price from the 1st of January 2009, then the price for gas will be $US 418 per 1,000 cubic meters,” Gazprom CEO Aleksey Miller, said",FALSE
15,8,        Russia stops gas supplies to Ukraine completely    ,"NA","1 Jan, 2009 ",01:20,"1 Jan, 2009 ",04:20,"

        Gazprom stopped gas supply to Ukraine on January 1, due to unpaid debt. A quarter of previous year's amount, 400,000 cubic metres, is still passing through Ukraine, as Gazprom has vowed to maintain supplies to Europe.

    ",Gas supplies to Europe at risk,FALSE
16,8,        Russia stops gas supplies to Ukraine completely    ,"NA","1 Jan, 2009 ",01:20,"1 Jan, 2009 ",04:20,"

        Gazprom stopped gas supply to Ukraine on January 1, due to unpaid debt. A quarter of previous year's amount, 400,000 cubic metres, is still passing through Ukraine, as Gazprom has vowed to maintain supplies to Europe.

    ","Earlier Gazprom held several video press conferences, including one with London, warning European consumers of possible gas supply disruption. Spokesman Sergey Kupriyanov then pointed to history, alerting to the possibility of Ukraine siphoning off Russian gas intended for European customers.",FALSE
17,8,        Russia stops gas supplies to Ukraine completely    ,"NA","1 Jan, 2009 ",01:20,"1 Jan, 2009 ",04:20,"

        Gazprom stopped gas supply to Ukraine on January 1, due to unpaid debt. A quarter of previous year's amount, 400,000 cubic metres, is still passing through Ukraine, as Gazprom has vowed to maintain supplies to Europe.

    ","“Looking at the way the Ukrainian partners are meeting their obligations on the supply contract, we can’t be 100% confident that they will perform their commitments on the transit contract in full measure. Gazprom will do its best to meet all the obligations to European partners,” said Kupriyanov.",FALSE
18,8,        Russia stops gas supplies to Ukraine completely    ,"NA","1 Jan, 2009 ",01:20,"1 Jan, 2009 ",04:20,"

        Gazprom stopped gas supply to Ukraine on January 1, due to unpaid debt. A quarter of previous year's amount, 400,000 cubic metres, is still passing through Ukraine, as Gazprom has vowed to maintain supplies to Europe.

    ","Ukraine’s President Yushchenko, for his part, stated no matter how the situation develops the supplies to Europe will stay unhampered.",FALSE
19,8,        Russia stops gas supplies to Ukraine completely    ,"NA","1 Jan, 2009 ",01:20,"1 Jan, 2009 ",04:20,"

        Gazprom stopped gas supply to Ukraine on January 1, due to unpaid debt. A quarter of previous year's amount, 400,000 cubic metres, is still passing through Ukraine, as Gazprom has vowed to maintain supplies to Europe.

    ",Legal issues,FALSE
20,8,        Russia stops gas supplies to Ukraine completely    ,"NA","1 Jan, 2009 ",01:20,"1 Jan, 2009 ",04:20,"

        Gazprom stopped gas supply to Ukraine on January 1, due to unpaid debt. A quarter of previous year's amount, 400,000 cubic metres, is still passing through Ukraine, as Gazprom has vowed to maintain supplies to Europe.

    ","Time is ticking away, with no agreement yet reached between Gazprom and Naftogaz. An October memorandum signed between Russia and Ukraine set December 31 as the date by which outstanding debts need to be paid. This must happen before a new contract can be signed.",FALSE
21,8,        Russia stops gas supplies to Ukraine completely    ,"NA","1 Jan, 2009 ",01:20,"1 Jan, 2009 ",04:20,"

        Gazprom stopped gas supply to Ukraine on January 1, due to unpaid debt. A quarter of previous year's amount, 400,000 cubic metres, is still passing through Ukraine, as Gazprom has vowed to maintain supplies to Europe.

    ","Gazprom says that cash-strapped Ukraine is unable to come up with the total $US 2 billion it owes, and it has proposed non-financial means to settle its debt. One involves payment with gas in Ukrainian storage. Another involves accepting the debt as prepayment for the transit of Russian gas through Ukraine to Europe, for which Russia pays its neighbour. These options, however, were rejected by Kiev.",FALSE
22,8,        Russia stops gas supplies to Ukraine completely    ,"NA","1 Jan, 2009 ",01:20,"1 Jan, 2009 ",04:20,"

        Gazprom stopped gas supply to Ukraine on January 1, due to unpaid debt. A quarter of previous year's amount, 400,000 cubic metres, is still passing through Ukraine, as Gazprom has vowed to maintain supplies to Europe.

    ","Market rumors suggest that Ukraine may be waiting for a better gas price later in the year. It is expected that gas prices will fall in the wake of the collapse in oil prices. Aleksey Bogatirev, Analyst at United Communication, says Ukraine has enough gas in storage to last about four months.",FALSE
23,8,        Russia stops gas supplies to Ukraine completely    ,"NA","1 Jan, 2009 ",01:20,"1 Jan, 2009 ",04:20,"

        Gazprom stopped gas supply to Ukraine on January 1, due to unpaid debt. A quarter of previous year's amount, 400,000 cubic metres, is still passing through Ukraine, as Gazprom has vowed to maintain supplies to Europe.

    ","“The current gas price is calculated according to a gas price formula based on the oil price over nine months. It is possible that gas prices will be lower, but to what extent is unknown. And by awaiting better prices, the Ukrainian government may create a disastrous situation in Ukraine, should gas reserves run out,” he said.",FALSE
1,9,        A stunning blonde – and Best Pilot of the Century    ,"NA","17 Jan, 2009 ",10:21,"28 Sep, 2009 ",13:04,"

        Daredevil activities are usually considered a man's world, but one female pilot who competes in aerial acrobatics has managed to leave most of her male colleagues trailing in her wake.

    ","With her head in the clouds and joy in her heart, Svetlana Kapanina is a woman who both flies with the best, and into the history books. Over the course of her flying she has earned 32 gold medals, including the title of the Best Pilot of the Century.",FALSE
2,9,        A stunning blonde – and Best Pilot of the Century    ,"NA","17 Jan, 2009 ",10:21,"28 Sep, 2009 ",13:04,"

        Daredevil activities are usually considered a man's world, but one female pilot who competes in aerial acrobatics has managed to leave most of her male colleagues trailing in her wake.

    ","“Nowadays there’s nothing that men can do that women can’t,” Svetlana is convinced.",FALSE
3,9,        A stunning blonde – and Best Pilot of the Century    ,"NA","17 Jan, 2009 ",10:21,"28 Sep, 2009 ",13:04,"

        Daredevil activities are usually considered a man's world, but one female pilot who competes in aerial acrobatics has managed to leave most of her male colleagues trailing in her wake.

    ","“Everything is possible. Men’s and women’s pilots’ programmes are identical. When we fly the judges don’t care who is sitting in the cockpit, a man or a woman. Their marks are not gender-driven.”",FALSE
4,9,        A stunning blonde – and Best Pilot of the Century    ,"NA","17 Jan, 2009 ",10:21,"28 Sep, 2009 ",13:04,"

        Daredevil activities are usually considered a man's world, but one female pilot who competes in aerial acrobatics has managed to leave most of her male colleagues trailing in her wake.

    ","Although many still imagine aerial acrobatics as a sport for men, the petite blonde disagrees as she keeps everyone on the edge of their seats.",FALSE
5,9,        A stunning blonde – and Best Pilot of the Century    ,"NA","17 Jan, 2009 ",10:21,"28 Sep, 2009 ",13:04,"

        Daredevil activities are usually considered a man's world, but one female pilot who competes in aerial acrobatics has managed to leave most of her male colleagues trailing in her wake.

    ","Svetlana's favourite sport aircraft is the highly manoeuvrable Russian-made SU-26 – said to be one of the best acrobatic planes in the world. This one-seater is normally flown by men, but Svetlana, a six time world champion in aerial acrobatics, is an exception. In order to reach the control stick she has to stuff several pillows into the back of her seat.",FALSE
6,9,        A stunning blonde – and Best Pilot of the Century    ,"NA","17 Jan, 2009 ",10:21,"28 Sep, 2009 ",13:04,"

        Daredevil activities are usually considered a man's world, but one female pilot who competes in aerial acrobatics has managed to leave most of her male colleagues trailing in her wake.

    ",Aerobatic flying subjects pilots to serious g-forces that can result in loss of consciousness and vision. Russia’s aerobatics team coach Kasum Nazhmudinov says even some military pilots who wanted to become members of the team found they just couldn't take it.,FALSE
7,9,        A stunning blonde – and Best Pilot of the Century    ,"NA","17 Jan, 2009 ",10:21,"28 Sep, 2009 ",13:04,"

        Daredevil activities are usually considered a man's world, but one female pilot who competes in aerial acrobatics has managed to leave most of her male colleagues trailing in her wake.

    ","“In the last 30 years I’ve taught dozens of students. Many of them became champions. You can describe Svetlana in many ways. But in a nutshell, she’s a genius of aerial acrobatics. She’s above all others. The only one in history,” Nazhmudinov noted.",FALSE
8,9,        A stunning blonde – and Best Pilot of the Century    ,"NA","17 Jan, 2009 ",10:21,"28 Sep, 2009 ",13:04,"

        Daredevil activities are usually considered a man's world, but one female pilot who competes in aerial acrobatics has managed to leave most of her male colleagues trailing in her wake.

    ","Her husband Vladimir, an instructor in martial arts, finds his nerve falters when it comes to his wife and her daredevil career.",FALSE
9,9,        A stunning blonde – and Best Pilot of the Century    ,"NA","17 Jan, 2009 ",10:21,"28 Sep, 2009 ",13:04,"

        Daredevil activities are usually considered a man's world, but one female pilot who competes in aerial acrobatics has managed to leave most of her male colleagues trailing in her wake.

    ","“Of course, I’m in terror of her life. I’m nervous. It’s easier to for me to go to war than to worry about her,” Vladimir said.",FALSE
10,9,        A stunning blonde – and Best Pilot of the Century    ,"NA","17 Jan, 2009 ",10:21,"28 Sep, 2009 ",13:04,"

        Daredevil activities are usually considered a man's world, but one female pilot who competes in aerial acrobatics has managed to leave most of her male colleagues trailing in her wake.

    ","Not surprisingly, the sky is not her limit. As a mother of two kids, Svetlana is walking on air when comes to spending time with her family. She’s a fan of gymnastics and takes her kids to the gym twice a week. Both of them were airborne even before they were born, as Svetlana continued to fly for as long as she could while pregnant.",FALSE
1,10,        Gas dispute close to end    ,"NA","18 Jan, 2009 ",23:39,"19 Jan, 2009 ",02:39,"

        Russia and Ukraine are due to sign a gas deal on Monday, which will allow the two sides to resume transit of Russian fuel to European customers.

    ","As part of the agreement made on Saturday, Ukraine will enjoy a 20 % discount to the market price it pays for gas in 2009.",FALSE
2,10,        Gas dispute close to end    ,"NA","18 Jan, 2009 ",23:39,"19 Jan, 2009 ",02:39,"

        Russia and Ukraine are due to sign a gas deal on Monday, which will allow the two sides to resume transit of Russian fuel to European customers.

    ",And by 2010 both countries will switch to full market price.,FALSE
3,10,        Gas dispute close to end    ,"NA","18 Jan, 2009 ",23:39,"19 Jan, 2009 ",02:39,"

        Russia and Ukraine are due to sign a gas deal on Monday, which will allow the two sides to resume transit of Russian fuel to European customers.

    ","These talks weren’t easy – Timoshenko admitted, when the two prime-ministers came out to address to the media after hours of negotiations that didn't reach a conclusion until long after midnight.",FALSE
4,10,        Gas dispute close to end    ,"NA","18 Jan, 2009 ",23:39,"19 Jan, 2009 ",02:39,"

        Russia and Ukraine are due to sign a gas deal on Monday, which will allow the two sides to resume transit of Russian fuel to European customers.

    ",Until the very last moment there were doubts just how much authority Timoshenko had to speak on behalf of Ukraine.,FALSE
5,10,        Gas dispute close to end    ,"NA","18 Jan, 2009 ",23:39,"19 Jan, 2009 ",02:39,"

        Russia and Ukraine are due to sign a gas deal on Monday, which will allow the two sides to resume transit of Russian fuel to European customers.

    ","“I hope she has a mandate, Yushchenko reassured me they have the same position,” Russia’s President Dmitry Medvedev said earlier on Saturday.",FALSE
6,10,        Gas dispute close to end    ,"NA","18 Jan, 2009 ",23:39,"19 Jan, 2009 ",02:39,"

        Russia and Ukraine are due to sign a gas deal on Monday, which will allow the two sides to resume transit of Russian fuel to European customers.

    ","The whole week conflicting statements were coming from the president and the prime-minister in Kiev. President Yushchenko refused to take part in the crisis energy conference in Moscow, Timoshenko readily took his place.",FALSE
7,10,        Gas dispute close to end    ,"NA","18 Jan, 2009 ",23:39,"19 Jan, 2009 ",02:39,"

        Russia and Ukraine are due to sign a gas deal on Monday, which will allow the two sides to resume transit of Russian fuel to European customers.

    ",“In the course of our negotiations we have managed to achieve an understanding that Russia and Ukraine will switch to the European pricing formula in our natural gas trade.”,FALSE
8,10,        Gas dispute close to end    ,"NA","18 Jan, 2009 ",23:39,"19 Jan, 2009 ",02:39,"

        Russia and Ukraine are due to sign a gas deal on Monday, which will allow the two sides to resume transit of Russian fuel to European customers.

    ",“At the same time in 2009 we'll make a 20% discount for Ukrainian partners – on the condition that Russia retains a discounted tariff for the transit of its gas to Europe through Ukraine’s territory in 2009 – that is the same tariff paid in 2008.”,FALSE
9,10,        Gas dispute close to end    ,"NA","18 Jan, 2009 ",23:39,"19 Jan, 2009 ",02:39,"

        Russia and Ukraine are due to sign a gas deal on Monday, which will allow the two sides to resume transit of Russian fuel to European customers.

    ","“At the same time we have agreed that starting from January 1, 2010 we'll completely switch to European pricing formula both for gas supply and for transit,” Putin said following the talks.",FALSE
10,10,        Gas dispute close to end    ,"NA","18 Jan, 2009 ",23:39,"19 Jan, 2009 ",02:39,"

        Russia and Ukraine are due to sign a gas deal on Monday, which will allow the two sides to resume transit of Russian fuel to European customers.

    ","“Indeed, our talks were not easy, but we were able to reach an agreement, which will allow us to sign all the contract papers. We have instructed Naftogas and Gazprom chief executives to prepare all the paperwork no later then Monday according to the understandings we reached in our talks today”.",FALSE
11,10,        Gas dispute close to end    ,"NA","18 Jan, 2009 ",23:39,"19 Jan, 2009 ",02:39,"

        Russia and Ukraine are due to sign a gas deal on Monday, which will allow the two sides to resume transit of Russian fuel to European customers.

    ","“Also immediately after all the papers are signed all gas supplies to Europe will be fully restored,” Timoshenko agreed, adding that “the day was very fruitful, and the summit that convened today yielded results”.",FALSE
12,10,        Gas dispute close to end    ,"NA","18 Jan, 2009 ",23:39,"19 Jan, 2009 ",02:39,"

        Russia and Ukraine are due to sign a gas deal on Monday, which will allow the two sides to resume transit of Russian fuel to European customers.

    ","“The Ukrainian side has assured us that the transit will be restored in the nearest future,” Putin concluded.",FALSE
13,10,        Gas dispute close to end    ,"NA","18 Jan, 2009 ",23:39,"19 Jan, 2009 ",02:39,"

        Russia and Ukraine are due to sign a gas deal on Monday, which will allow the two sides to resume transit of Russian fuel to European customers.

    ","On January 7 2009, Ukraine shut all four pipelines that send gas to Europe.",FALSE
14,10,        Gas dispute close to end    ,"NA","18 Jan, 2009 ",23:39,"19 Jan, 2009 ",02:39,"

        Russia and Ukraine are due to sign a gas deal on Monday, which will allow the two sides to resume transit of Russian fuel to European customers.

    ","A fifth of Europe's gas comes from Russia through Ukraine. Eighteen countries have either run out or are running low on the vital fuel. Households are suffering without heat in severe winter weather, businesses and plants have been forced to shut-down. The millions of citizens affected has made this a political crisis in the European Union.",FALSE
15,10,        Gas dispute close to end    ,"NA","18 Jan, 2009 ",23:39,"19 Jan, 2009 ",02:39,"

        Russia and Ukraine are due to sign a gas deal on Monday, which will allow the two sides to resume transit of Russian fuel to European customers.

    ",Europe's dependence on Russian gas,FALSE
16,10,        Gas dispute close to end    ,"NA","18 Jan, 2009 ",23:39,"19 Jan, 2009 ",02:39,"

        Russia and Ukraine are due to sign a gas deal on Monday, which will allow the two sides to resume transit of Russian fuel to European customers.

    ","The current gas cuts are the culmination of a long gas war between Russia and Ukraine, RT looks back at its latest chapter, starting back in October 2007 and the ongoing crisis, the effect of which is now being felt all around Europe.",FALSE
17,10,        Gas dispute close to end    ,"NA","18 Jan, 2009 ",23:39,"19 Jan, 2009 ",02:39,"

        Russia and Ukraine are due to sign a gas deal on Monday, which will allow the two sides to resume transit of Russian fuel to European customers.

    ","Gas war chronologyTaking sides with pipelines",FALSE
18,10,        Gas dispute close to end    ,"NA","18 Jan, 2009 ",23:39,"19 Jan, 2009 ",02:39,"

        Russia and Ukraine are due to sign a gas deal on Monday, which will allow the two sides to resume transit of Russian fuel to European customers.

    ","Before that Ukraine was stealing the Russian gas bound for European consumers, according to Gazprom and the results of an independent monitoring by a national resource analysts’ group from Switzerland. After that Russia made a decision to stop gas supplies via Ukraine to prevent the illegal siphoning.",FALSE
19,10,        Gas dispute close to end    ,"NA","18 Jan, 2009 ",23:39,"19 Jan, 2009 ",02:39,"

        Russia and Ukraine are due to sign a gas deal on Monday, which will allow the two sides to resume transit of Russian fuel to European customers.

    ","Ukraine also insists Russia should supply ‘process gas’ (maintenance gas needed to keep the fuel flowing through the pipes) before it can guarantee the uninterrupted transit of supplies to Europe. However, Gazprom dismisses the idea, saying Ukraine has to pay for the gas or buy it elsewhere.",FALSE
20,10,        Gas dispute close to end    ,"NA","18 Jan, 2009 ",23:39,"19 Jan, 2009 ",02:39,"

        Russia and Ukraine are due to sign a gas deal on Monday, which will allow the two sides to resume transit of Russian fuel to European customers.

    ",European consumers just want to get the gas flowing again.,FALSE
21,10,        Gas dispute close to end    ,"NA","18 Jan, 2009 ",23:39,"19 Jan, 2009 ",02:39,"

        Russia and Ukraine are due to sign a gas deal on Monday, which will allow the two sides to resume transit of Russian fuel to European customers.

    ","“If the gas doesn’t flow again, we will have to look point by point at our relations with Russia and Ukraine and assess whether we can continue to do business as usual in these circumstances,” EU representative Johannes Leitenberger said.",FALSE
22,10,        Gas dispute close to end    ,"NA","18 Jan, 2009 ",23:39,"19 Jan, 2009 ",02:39,"

        Russia and Ukraine are due to sign a gas deal on Monday, which will allow the two sides to resume transit of Russian fuel to European customers.

    ","Europe might finally warm-up, but there still likely to be a chill in Brussels.",FALSE
23,10,        Gas dispute close to end    ,"NA","18 Jan, 2009 ",23:39,"19 Jan, 2009 ",02:39,"

        Russia and Ukraine are due to sign a gas deal on Monday, which will allow the two sides to resume transit of Russian fuel to European customers.

    ",Some Western countries accused Russia of using gas a political tool. Russian officials believe Moscow and Europe are being held hostage to the leadership crisis in Ukraine.,FALSE
24,10,        Gas dispute close to end    ,"NA","18 Jan, 2009 ",23:39,"19 Jan, 2009 ",02:39,"

        Russia and Ukraine are due to sign a gas deal on Monday, which will allow the two sides to resume transit of Russian fuel to European customers.

    ","“This margin in the price of Russian gas that gets into Ukraine and the selling price on the internal Ukrainian market is approximately $14 million a day, or at least it was last year. I believe that no one in the world would dare to call this sum unattractive. I'm sure in the conditions of economic hardship in Ukraine there are more than enough people who are willing to fight for this sum of money to the end, and this is the battle we are witnessing right now,” Konstantin Kosachev, head, State Duma’s Foreign Affairs Committee.",FALSE
25,10,        Gas dispute close to end    ,"NA","18 Jan, 2009 ",23:39,"19 Jan, 2009 ",02:39,"

        Russia and Ukraine are due to sign a gas deal on Monday, which will allow the two sides to resume transit of Russian fuel to European customers.

    ","Even before Putin and Timoshenko struck their deal, President Medvedev was warning that a resolution to this crisis would not be grounds to relax.",FALSE
26,10,        Gas dispute close to end    ,"NA","18 Jan, 2009 ",23:39,"19 Jan, 2009 ",02:39,"

        Russia and Ukraine are due to sign a gas deal on Monday, which will allow the two sides to resume transit of Russian fuel to European customers.

    ","“This crisis showed that the current mechanisms do not work we need a new system,” he warned.",FALSE
27,10,        Gas dispute close to end    ,"NA","18 Jan, 2009 ",23:39,"19 Jan, 2009 ",02:39,"

        Russia and Ukraine are due to sign a gas deal on Monday, which will allow the two sides to resume transit of Russian fuel to European customers.

    ","The Kremlin is now pushing forward an idea of mutual responsibility, in order to secure the interests of Europe as well as its own.",FALSE
28,10,        Gas dispute close to end    ,"NA","18 Jan, 2009 ",23:39,"19 Jan, 2009 ",02:39,"

        Russia and Ukraine are due to sign a gas deal on Monday, which will allow the two sides to resume transit of Russian fuel to European customers.

    ","After the collapse of the USSR,Ukraine has enjoyed subsidised prices for gas. Gazprom says for years it has paid for European energy security out of its own pocket now it wants Europe to share the responsibility.",FALSE
29,10,        Gas dispute close to end    ,"NA","18 Jan, 2009 ",23:39,"19 Jan, 2009 ",02:39,"

        Russia and Ukraine are due to sign a gas deal on Monday, which will allow the two sides to resume transit of Russian fuel to European customers.

    ", ,FALSE
1,13,        Orthodox Russians celebrate Epiphany    ,"NA","19 Jan, 2009 ",01:15,"19 Jan, 2009 ",04:15,"

        The Epiphany – one of the twelve main Orthodox holidays – is celebrated by Russia’s Orthodox Church and believers throughout the country. Churches bless the waters and the more valiant take a dive into holes in the ice.

    ","Late Patriarch Aleksy II's temporary replacement, Metropolitan Kirill, will perform a Holy liturgy and a great blessing of waters in Moscow’s Epiphany Cathedral where Aleksy II was buried.",FALSE
2,13,        Orthodox Russians celebrate Epiphany    ,"NA","19 Jan, 2009 ",01:15,"19 Jan, 2009 ",04:15,"

        The Epiphany – one of the twelve main Orthodox holidays – is celebrated by Russia’s Orthodox Church and believers throughout the country. Churches bless the waters and the more valiant take a dive into holes in the ice.

    ",And thousands are attending church services all around the country which are on this day followed by the Procession with the Cross.,FALSE
3,13,        Orthodox Russians celebrate Epiphany    ,"NA","19 Jan, 2009 ",01:15,"19 Jan, 2009 ",04:15,"

        The Epiphany – one of the twelve main Orthodox holidays – is celebrated by Russia’s Orthodox Church and believers throughout the country. Churches bless the waters and the more valiant take a dive into holes in the ice.

    ",The holy water blessed on Epiphany is considered to preserve its special qualities – the ability to improve spiritual and physical health – throughout the year. ,FALSE
4,13,        Orthodox Russians celebrate Epiphany    ,"NA","19 Jan, 2009 ",01:15,"19 Jan, 2009 ",04:15,"

        The Epiphany – one of the twelve main Orthodox holidays – is celebrated by Russia’s Orthodox Church and believers throughout the country. Churches bless the waters and the more valiant take a dive into holes in the ice.

    ","Orthodox Christians believe that on Epiphany all water around the world becomes holy, and immersing oneself in it three times will prevent illnesses.",FALSE
5,13,        Orthodox Russians celebrate Epiphany    ,"NA","19 Jan, 2009 ",01:15,"19 Jan, 2009 ",04:15,"

        The Epiphany – one of the twelve main Orthodox holidays – is celebrated by Russia’s Orthodox Church and believers throughout the country. Churches bless the waters and the more valiant take a dive into holes in the ice.

    ",Usually there is no lack of those brave enough for a sacred ice swim as it's said one cannot catch a cold on this day.,FALSE
6,13,        Orthodox Russians celebrate Epiphany    ,"NA","19 Jan, 2009 ",01:15,"19 Jan, 2009 ",04:15,"

        The Epiphany – one of the twelve main Orthodox holidays – is celebrated by Russia’s Orthodox Church and believers throughout the country. Churches bless the waters and the more valiant take a dive into holes in the ice.

    ",The holes cut into the ice are referred to as ‘Jordans’ after the Jordan River where Jesus Christ was baptised by John the Baptist.,FALSE
7,13,        Orthodox Russians celebrate Epiphany    ,"NA","19 Jan, 2009 ",01:15,"19 Jan, 2009 ",04:15,"

        The Epiphany – one of the twelve main Orthodox holidays – is celebrated by Russia’s Orthodox Church and believers throughout the country. Churches bless the waters and the more valiant take a dive into holes in the ice.

    ",For those less courageous a glass of blessed water is an alternative.,FALSE
8,13,        Orthodox Russians celebrate Epiphany    ,"NA","19 Jan, 2009 ",01:15,"19 Jan, 2009 ",04:15,"

        The Epiphany – one of the twelve main Orthodox holidays – is celebrated by Russia’s Orthodox Church and believers throughout the country. Churches bless the waters and the more valiant take a dive into holes in the ice.

    ",Thousands of believers also travel to the Jordan River to get healing there. The area on the Israeli-Jordan border is usually closed. The Epiphany is the only day when the authorities keep it open.,FALSE
9,13,        Orthodox Russians celebrate Epiphany    ,"NA","19 Jan, 2009 ",01:15,"19 Jan, 2009 ",04:15,"

        The Epiphany – one of the twelve main Orthodox holidays – is celebrated by Russia’s Orthodox Church and believers throughout the country. Churches bless the waters and the more valiant take a dive into holes in the ice.

    ", ,FALSE
10,13,        Orthodox Russians celebrate Epiphany    ,"NA","19 Jan, 2009 ",01:15,"19 Jan, 2009 ",04:15,"

        The Epiphany – one of the twelve main Orthodox holidays – is celebrated by Russia’s Orthodox Church and believers throughout the country. Churches bless the waters and the more valiant take a dive into holes in the ice.

    ", ,FALSE
1,14,        Obama appeals to nation on Martin Luther King Day    ,"NA","19 Jan, 2009 ",22:41,"20 Jan, 2009 ",01:41,"

        The day before the inauguration of its first black president, America has marked the 80th anniversary of slain African-American civil rights leader Martin Luther King Jr.

    ","Speaking in Washington, Obama highlighted the significance and how far America has travelled.“Tomorrow, we will come together as one people on the same Mall where Dr. King's dream echoes still,” Obama said.",FALSE
2,14,        Obama appeals to nation on Martin Luther King Day    ,"NA","19 Jan, 2009 ",22:41,"20 Jan, 2009 ",01:41,"

        The day before the inauguration of its first black president, America has marked the 80th anniversary of slain African-American civil rights leader Martin Luther King Jr.

    ","Martin Luther King Jr delivered his famous speech ‘I have a dream’ over 45 years ago, in August 1963.",FALSE
3,14,        Obama appeals to nation on Martin Luther King Day    ,"NA","19 Jan, 2009 ",22:41,"20 Jan, 2009 ",01:41,"

        The day before the inauguration of its first black president, America has marked the 80th anniversary of slain African-American civil rights leader Martin Luther King Jr.

    ","Mr Obama has frequently referenced Dr King, and in his pre-inauguration speeches has been calling on Americans to renew the promise of the nation.",FALSE
4,14,        Obama appeals to nation on Martin Luther King Day    ,"NA","19 Jan, 2009 ",22:41,"20 Jan, 2009 ",01:41,"

        The day before the inauguration of its first black president, America has marked the 80th anniversary of slain African-American civil rights leader Martin Luther King Jr.

    ","The day is also called Service Day, when Americans voluntarily help people in need.",FALSE
1,15,        A sexier inauguration than usual    ,"NA","20 Jan, 2009 ",09:50,"8 Mar, 2010 ",19:20,"

        It seems everything is for sale in Washington D.C. during the inauguration, and depending on your tastes, he or she can come in different shapes and sizes.

    ","Escort services and sex workers will be taking advantage of the two million tourists and professionals coming to the city, hoping to cash in on the rich and lonely. However, with bars staying open until 5am all weekend, the drunk should not be ruled out as customers.",FALSE
2,15,        A sexier inauguration than usual    ,"NA","20 Jan, 2009 ",09:50,"8 Mar, 2010 ",19:20,"

        It seems everything is for sale in Washington D.C. during the inauguration, and depending on your tastes, he or she can come in different shapes and sizes.

    ","Craigslist ads under “erotic services” and “casual encounters” number in the hundreds, and their promises are anything but discreet. Many contain nude pictures and descriptions of specific skills to entice those with a fetish or particular desire. Gay, straight, or bisexual, there are a variety of choices when searching for someone to “celebrate history” with. One woman offers her 44 DD breasts as the perfect way to honour the 44th president of the United States, as long as you’re willing to pay $250 for 100 minutes of her “love”.",FALSE
3,15,        A sexier inauguration than usual    ,"NA","20 Jan, 2009 ",09:50,"8 Mar, 2010 ",19:20,"

        It seems everything is for sale in Washington D.C. during the inauguration, and depending on your tastes, he or she can come in different shapes and sizes.

    ","For those hoping to maintain a shred of dignity, there are ways to avoid the hourly rates. There are some out there with tickets to inaugural balls and parties, but without a date. At the other end of the spectrum lie those without tickets but who are desperate for a way in. They spell out their wonderful qualities in ads. On the other hand, those with golden tickets have lists of demands. Aside from the late night activities, these usually include the ability to schmooze with high society’s finest.",FALSE
